,0,1,2,3,4,5,6,7,8,9
0,1,FC Arsenal (ANG),39,18,12,3,3,36,18,+18
1,2,Manchester City (ANG),38,18,12,2,4,53,21,+32
2,3,Chelsea (ANG),37,18,11,4,3,33,18,+15
3,4,FC Liverpool (ANG),36,18,11,3,4,43,21,+22
4,5,Everton (ANG),34,18,9,7,2,29,17,+12
5,6,Newcastle United (ANG),33,18,10,3,5,29,23,+6
6,7,Manchester United (ANG),31,18,9,4,5,31,22,+9
7,8,Tottenham Hotspur (ANG),31,18,9,4,5,19,24,-5
8,9,Southampton (ANG),27,18,7,6,5,25,18,+7
9,10,Stoke City (ANG),21,18,5,6,7,18,26,-8
10,11,Swansea City (GAL),20,18,5,5,8,23,24,-1
11,12,Hull City (ANG),20,18,5,5,8,16,23,-7
12,13,Aston Villa (ANG),19,18,5,4,9,17,24,-7
13,14,Norwich City (ANG),19,18,5,4,9,16,31,-15
14,15,West Bromwich Albion (ANG),17,18,3,8,7,19,24,-5
15,16,Cardiff City FC (GAL),17,18,4,5,9,13,28,-15
16,17,Crystal Palace (ANG),16,18,5,1,12,12,27,-15
17,18,Fulham (ANG),16,18,5,1,12,19,35,-16
18,19,West Ham United (ANG),14,18,3,5,10,15,25,-10
19,20,Sunderland (ANG),13,18,3,4,11,13,30,-17
