,0,1,2,3,4,5,6,7,8,9
0,1,FC Barcelone,16,6,5,1,0,17,0,+17
1,2,Valence CF,14,6,4,2,0,14,3,+11
2,3,Atlético Madrid,14,6,4,2,0,11,4,+7
3,4,FC Séville,13,6,4,1,1,9,7,+2
4,5,Real Madrid,12,6,4,0,2,20,9,+11
5,6,Celta Vigo,12,6,3,3,0,11,7,+4
6,7,Villarreal CF,8,6,2,2,2,7,6,+1
7,8,Eibar SD,8,6,2,2,2,5,4,+1
8,9,Rayo Vallecano,8,6,2,2,2,10,10,0
9,10,UD Almería,8,6,2,2,2,5,5,0
10,11,Grenade CF,8,6,2,2,2,4,9,-5
11,12,Espanyol Barcelone,6,6,1,3,2,7,8,-1
12,13,Málaga CF,6,6,1,3,2,3,6,-3
13,14,Getafe CF,6,6,2,0,4,3,10,-7
14,15,Real Sociedad,5,6,1,2,3,8,9,-1
15,16,Athletic Bilbao,4,6,1,1,4,4,6,-2
16,17,Deportivo La Corogne,4,6,1,1,4,7,15,-8
17,18,Elche CF,4,6,1,1,4,5,14,-9
18,19,Levante UD,4,6,1,1,4,1,12,-11
19,20,Córdoba CF,3,6,0,3,3,3,10,-7
