,0,1,2,3,4,5,6,7,8,9
0,1,Juventus Turin,15,6,5,0,1,16,3,+13
1,2,Inter Milan,15,5,5,0,0,12,4,+8
2,3,Sampdoria Gênes,13,5,4,1,0,13,3,+10
3,4,Atalanta Bergame,13,6,4,1,1,13,5,+8
4,5,SSC Naples,10,4,3,1,0,12,1,+11
5,6,Lazio Rome,10,5,3,1,1,14,6,+8
6,7,Fiorentina,10,5,3,1,1,9,5,+4
7,8,Milan AC,10,5,3,1,1,6,4,+2
8,9,AS Rome,9,5,3,0,2,8,5,+3
9,10,Chievo Vérone,7,5,2,1,2,8,10,-2
10,11,Udinese,6,5,2,0,3,10,11,-1
11,12,Cagliari,6,5,2,0,3,5,7,-2
12,13,Torino FC,5,4,1,2,1,7,5,+2
13,14,Bologne FC,5,5,1,2,2,5,8,-3
14,15,Crotone,5,5,1,2,2,4,7,-3
15,16,SPAL Ferrara,4,5,1,1,3,6,9,-3
16,17,Hellas Vérone,4,5,1,1,3,2,11,-9
17,18,US Sassuolo Calcio,2,5,0,2,3,1,5,-4
18,19,Genoa CFC,1,5,0,1,4,7,12,-5
19,20,Benevento Calcio,0,5,0,0,5,1,11,-10
