,0,1,2,3,4,5,6,7,8,9
0,1,FC Ingolstadt 04,6,2,2,0,0,2,0,+2
1,2,Borussia Dortmund,3,1,1,0,0,4,0,+4
2,3,Eintracht Francfort,3,2,1,0,1,5,3,+2
3,4,FC Cologne,3,1,1,0,0,3,1,+2
4,5,Bayern Munich,3,1,1,0,0,2,1,+1
5,-,1. FSV Mayence 05,3,1,1,0,0,2,1,+1
6,7,Schalke 04,3,2,1,0,1,3,3,0
7,8,Hertha Berlin,3,2,1,0,1,2,3,-1
8,9,Bayer Leverkusen,3,2,1,0,1,1,3,-2
9,10,Werder Brême,1,1,0,1,0,1,1,0
10,-,VfL Wolfsbourg,1,1,0,1,0,1,1,0
11,-,Darmstadt 98,1,1,0,1,0,1,1,0
12,-,FC Augsburg,1,1,0,1,0,1,1,0
13,14,TSG 1899 Hoffenheim,1,2,0,1,1,1,2,-1
14,15,Hanovre 96,1,2,0,1,1,2,5,-3
15,16,VfB Stuttgart,0,1,0,0,1,2,3,-1
16,17,Borussia Mönchengladbach,0,2,0,0,2,1,6,-5
17,18,Hambourg SV,0,2,0,0,2,1,7,-6
