,0,1,2,3,4,5,6,7,8,9
0,1,Olympique de Marseille,9,3,3,0,0,3,0,+3
1,2,Paris SG,7,3,2,1,0,6,1,+5
2,3,Lorient,5,3,1,2,0,6,5,+1
3,4,Lille OSC,5,3,1,2,0,5,4,+1
4,5,Girondins de Bordeaux,5,3,1,2,0,3,2,+1
5,-,Olympique Lyonnais,5,3,1,2,0,3,2,+1
6,7,AS Saint-Etienne,4,3,1,1,1,5,3,+2
7,8,Toulouse FC,4,3,1,1,1,2,3,-1
8,9,Ajaccio AC  ,4,4,1,1,2,3,7,-4
9,10,OGC Nice,3,3,0,3,0,2,2,0
10,11,Montpellier Herault SC,3,3,1,0,2,5,6,-1
11,12,Valenciennes,3,3,1,0,2,4,5,-1
12,13,Sochaux-Montbélliard,3,3,1,0,2,1,3,-2
13,14,Bastia SC,3,3,1,0,2,5,8,-3
14,15,Reims,1,2,0,1,1,2,3,-1
15,16,Stade Rennais,1,3,0,1,2,3,6,-3
16,17,Nancy,1,3,0,1,2,1,6,-5
17,18,Evian Thonon Gaillard,0,3,0,0,3,0,4,-4
18,19,ESTAC Troyes,0,3,0,0,3,3,9,-6
19,20,Brest,0,3,0,0,3,2,9,-7
