,0,1,2,3,4,5,6,7,8,9
0,1,Fiorentina,36,15,11,3,1,33,13,+20
1,2,Juventus Turin,35,15,11,2,2,31,8,+23
2,3,SSC Naples,34,15,10,4,1,34,14,+20
3,4,Milan AC,33,15,11,0,4,27,12,+15
4,5,Calcio Catane,32,15,10,2,3,26,14,+12
5,6,Lazio Rome,32,15,10,2,3,25,13,+12
6,7,AS Rome,27,14,8,3,3,32,20,+12
7,8,Udinese,27,14,7,6,1,22,13,+9
8,9,Parme FC,26,14,7,5,2,23,13,+10
9,10,Inter Milan,25,14,7,4,3,22,17,+5
10,11,Bologne FC,23,15,6,5,4,27,18,+9
11,12,Sampdoria Gênes  ,23,15,7,2,6,20,13,+7
12,13,Chievo Vérone,23,14,6,5,3,17,13,+4
13,14,Torino FC  ,22,14,6,4,4,17,15,+2
14,15,Sienne  ,22,15,6,4,5,15,15,0
15,16,Atalanta Bergame  ,21,14,6,3,5,16,18,-2
16,17,Cagliari,19,14,5,4,5,19,21,-2
17,18,US Palerme,15,14,3,6,5,17,19,-2
18,19,Genoa CFC,15,14,4,3,7,18,25,-7
19,20,Pescara Calcio,13,15,4,1,10,12,27,-15
