,0,1,2,3,4,5,6,7,8,9
0,1,Manchester City (ANG),24,10,8,0,2,29,12,+17
1,2,FC Arsenal (ANG),23,10,7,2,1,16,6,+10
2,3,Tottenham Hotspur (ANG),19,10,5,4,1,18,7,+11
3,4,Manchester United (ANG),19,10,5,4,1,12,4,+8
4,5,Leicester City (ANG),19,10,5,4,1,16,13,+3
5,6,West Ham United (ANG),16,10,4,4,2,16,12,+4
6,7,Norwich City (ANG),15,10,4,3,3,12,10,+2
7,8,FC Liverpool (ANG),15,9,4,3,2,11,11,0
8,9,Southampton (ANG),14,10,4,2,4,17,13,+4
9,10,Chelsea (ANG),14,10,4,2,4,15,14,+1
10,11,Watford (ANG),14,11,4,2,5,11,10,+1
11,12,Crystal Palace (ANG),14,11,4,2,5,12,12,0
12,13,West Bromwich Albion (ANG),14,11,4,2,5,14,17,-3
13,14,Everton (ANG),13,11,3,4,4,23,20,+3
14,15,Stoke City (ANG),13,9,4,1,4,10,9,+1
15,16,Swansea City (GAL),13,10,3,4,3,9,12,-3
16,17,Sunderland (ANG),11,10,3,2,5,12,11,+1
17,18,Newcastle United (ANG),10,10,2,4,4,14,14,0
18,19,Bournemouth (ANG),10,9,2,4,3,10,13,-3
19,20,Aston Villa (ANG),3,9,0,3,6,6,13,-7
